region_code,weather_param,year,key,value
Mean temp,Mean temp,2015,MAR,6.2,
Mean temp,Mean temp,2015,APR,8.9,
Mean temp,Mean temp,2015,MAY,10.8,
Mean temp,Mean temp,2015,JUN,13.9,
Mean temp,Mean temp,2015,JUL,15.8,
Mean temp,Mean temp,2015,AUG,15.9,
Mean temp,Mean temp,2015,SEP,12.6,
Mean temp,Mean temp,2015,OCT,10.7,
Mean temp,Mean temp,2015,NOV,9.2,
Mean temp,Mean temp,2015,DEC,9.4,
Mean temp,Mean temp,2015,WIN,4.44,
Mean temp,Mean temp,2015,SPR,8.63,
Mean temp,Mean temp,2015,SUM,5.23,
Mean temp,Mean temp,2015,AUT,0.84,
Mean temp,Mean temp,2015,ANN,0.18,
Mean temp,Mean temp,2016,JAN,5.3,
Mean temp,Mean temp,2016,FEB,4.7,
Mean temp,Mean temp,2016,MAR,5.6,
Mean temp,Mean temp,2016,APR,7.3,
Mean temp,Mean temp,2016,MAY,12.1,
Mean temp,Mean temp,2016,JUN,14.8,
Mean temp,Mean temp,2016,JUL,16.7,
Mean temp,Mean temp,2016,AUG,16.9,
Mean temp,Mean temp,2016,SEP,15.9,
Mean temp,Mean temp,2016,OCT,10.6,
Mean temp,Mean temp,2016,NOV,5.7,
Mean temp,Mean temp,2016,DEC,6.0,
Mean temp,Mean temp,2016,WIN,6.49,
Mean temp,Mean temp,2016,SPR,8.37,
Mean temp,Mean temp,2016,SUM,6.13,
Mean temp,Mean temp,2016,AUT,0.73,
Mean temp,Mean temp,2016,ANN,0.15,
Mean temp,Mean temp,2017,JAN,3.8,
Mean temp,Mean temp,2017,FEB,5.9,
Mean temp,Mean temp,2017,MAR,8.4,
Mean temp,Mean temp,2017,APR,8.8,
Mean temp,Mean temp,2017,MAY,12.9,
Mean temp,Mean temp,2017,JUN,15.9,
Mean temp,Mean temp,2017,JUL,16.6,
Mean temp,Mean temp,2017,AUG,N/A,
Mean temp,Mean temp,2017,SEP,N/A,
Mean temp,Mean temp,2017,OCT,N/A,
Mean temp,Mean temp,2017,NOV,N/A,
Mean temp,Mean temp,2017,DEC,N/A,
Mean temp,Mean temp,2017,WIN,5.20,
Mean temp,Mean temp,2017,SPR,0.03,
Sunshine,Sunshine,1929,JAN,38.2,
Sunshine,Sunshine,1929,FEB,50.3,
Sunshine,Sunshine,1929,MAR,72.8,
Sunshine,Sunshine,1929,APR,51.9,
Sunshine,Sunshine,1929,MAY,26.5,
Sunshine,Sunshine,1929,JUN,05.7,
Sunshine,Sunshine,1929,JUL,13.8,
Sunshine,Sunshine,1929,AUG,67.6,
Sunshine,Sunshine,1929,SEP,80.8,
Sunshine,Sunshine,1929,OCT,09.3,
Sunshine,Sunshine,1929,NOV,62.1,
Sunshine,Sunshine,1929,DEC,57.2,
Sunshine,Sunshine,1929,WIN,N/A,
Sunshine,Sunshine,1929,SPR,51.2,
Sunshine,Sunshine,1929,SUM,87.1,
Sunshine,Sunshine,1929,AUT,52.2,
Sunshine,Sunshine,1929,ANN,36.4,
Sunshine,Sunshine,1930,JAN,49.7,
Sunshine,Sunshine,1930,FEB,57.5,
Sunshine,Sunshine,1930,MAR,08.8,
Sunshine,Sunshine,1930,APR,12.7,
Sunshine,Sunshine,1930,MAY,53.0,
Sunshine,Sunshine,1930,JUN,18.4,
Sunshine,Sunshine,1930,JUL,68.6,
Sunshine,Sunshine,1930,AUG,91.6,
Sunshine,Sunshine,1930,SEP,17.3,
Sunshine,Sunshine,1930,OCT,14.3,
Sunshine,Sunshine,1930,NOV,69.2,
Sunshine,Sunshine,1930,DEC,29.3,
Sunshine,Sunshine,1930,WIN,64.5,
Sunshine,Sunshine,1930,SPR,74.5,
Sunshine,Sunshine,1930,SUM,78.6,
Sunshine,Sunshine,1930,AUT,00.8,
Sunshine,Sunshine,1930,ANN,90.3,
Sunshine,Sunshine,1931,JAN,60.2,
Sunshine,Sunshine,1931,FEB,59.6,
Sunshine,Sunshine,1931,MAR,39.9,
Sunshine,Sunshine,1931,APR,10.7,
Sunshine,Sunshine,1931,MAY,66.2,
Sunshine,Sunshine,1931,JUN,64.2,
Sunshine,Sunshine,1931,JUL,36.8,
Sunshine,Sunshine,1931,AUG,54.9,
Sunshine,Sunshine,1931,SEP,01.1,
Sunshine,Sunshine,1931,OCT,21.0,
Sunshine,Sunshine,1931,NOV,54.1,
Sunshine,Sunshine,1931,DEC,38.4,
Sunshine,Sunshine,1931,WIN,49.1,
Sunshine,Sunshine,1931,SPR,16.7,
Sunshine,Sunshine,1931,SUM,55.9,
Sunshine,Sunshine,1931,AUT,76.2,
Sunshine,Sunshine,1931,ANN,07.1,
Sunshine,Sunshine,1932,JAN,52.8,
Sunshine,Sunshine,1932,FEB,66.1,
Sunshine,Sunshine,1932,MAR,19.1,
Sunshine,Sunshine,1932,APR,27.1,
Sunshine,Sunshine,1932,MAY,08.3,
Sunshine,Sunshine,1932,JUN,02.0,
Sunshine,Sunshine,1932,JUL,30.8,
Sunshine,Sunshine,1932,AUG,63.9,
Sunshine,Sunshine,1932,SEP,19.4,
Sunshine,Sunshine,1932,OCT,91.2,
Sunshine,Sunshine,1932,NOV,41.4,
Sunshine,Sunshine,1932,DEC,46.8,
Sunshine,Sunshine,1932,WIN,57.3,
Sunshine,Sunshine,1932,SPR,54.5,
Sunshine,Sunshine,1932,SUM,96.8,
Sunshine,Sunshine,1932,AUT,52.0,
Sunshine,Sunshine,1932,ANN,68.9,
Sunshine,Sunshine,1933,JAN,58.3,
Sunshine,Sunshine,1933,FEB,81.3,
Sunshine,Sunshine,1933,MAR,65.1,
Sunshine,Sunshine,1933,APR,42.6,
Sunshine,Sunshine,1933,MAY,51.6,
Sunshine,Sunshine,1933,JUN,22.0,
Sunshine,Sunshine,1933,JUL,21.2,
Sunshine,Sunshine,1933,AUG,19.9,
Sunshine,Sunshine,1933,SEP,69.0,
Sunshine,Sunshine,1933,OCT,88.9,
Sunshine,Sunshine,1933,NOV,53.1,
Sunshine,Sunshine,1933,DEC,38.5,
Sunshine,Sunshine,1933,WIN,86.4,
Sunshine,Sunshine,1933,SPR,59.4,
Sunshine,Sunshine,1933,SUM,63.2,
Sunshine,Sunshine,1933,AUT,11.0,
Sunshine,Sunshine,1933,ANN,11.6,
Sunshine,Sunshine,1934,JAN,55.9,
Sunshine,Sunshine,1934,FEB,91.9,
Sunshine,Sunshine,1934,MAR,06.2,
Sunshine,Sunshine,1934,APR,22.9,
Sunshine,Sunshine,1934,MAY,95.0,
Sunshine,Sunshine,1934,JUN,95.0,
Sunshine,Sunshine,1934,JUL,55.0,
Sunshine,Sunshine,1934,AUG,75.4,
Sunshine,Sunshine,1934,SEP,57.7,
Sunshine,Sunshine,1934,OCT,81.1,
Sunshine,Sunshine,1934,NOV,37.3,
Sunshine,Sunshine,1934,DEC,23.8,
Sunshine,Sunshine,1934,WIN,86.3,
Sunshine,Sunshine,1934,SPR,24.1,
Sunshine,Sunshine,1934,SUM,25.4,
Sunshine,Sunshine,1934,AUT,76.2,
Sunshine,Sunshine,1934,ANN,97.3,
Sunshine,Sunshine,1935,JAN,48.5,
Sunshine,Sunshine,1935,FEB,52.4,
Sunshine,Sunshine,1935,MAR,11.9,
Sunshine,Sunshine,1935,APR,37.4,
Sunshine,Sunshine,1935,MAY,10.8,
Sunshine,Sunshine,1935,JUN,88.1,
Sunshine,Sunshine,1935,JUL,50.8,
Sunshine,Sunshine,1935,AUG,94.6,
Sunshine,Sunshine,1935,SEP,39.9,
Sunshine,Sunshine,1935,OCT,89.3,
Sunshine,Sunshine,1935,NOV,54.7,
Sunshine,Sunshine,1935,DEC,43.6,
Sunshine,Sunshine,1935,WIN,24.7,
Sunshine,Sunshine,1935,SPR,60.2,
Sunshine,Sunshine,1935,SUM,33.4,
Sunshine,Sunshine,1935,AUT,83.9,
Sunshine,Sunshine,1935,ANN,22.0,
Sunshine,Sunshine,1936,JAN,39.4,
Sunshine,Sunshine,1936,FEB,74.8,
Sunshine,Sunshine,1936,MAR,69.3,
Sunshine,Sunshine,1936,APR,55.4,
Sunshine,Sunshine,1936,MAY,80.5,
Sunshine,Sunshine,1936,JUN,72.7,
Sunshine,Sunshine,1936,JUL,37.2,
Sunshine,Sunshine,1936,AUG,79.7,
Sunshine,Sunshine,1936,SEP,00.3,
Sunshine,Sunshine,1936,OCT,03.4,
Sunshine,Sunshine,1936,NOV,49.6,
Sunshine,Sunshine,1936,DEC,52.5,
Sunshine,Sunshine,1936,WIN,57.8,
Sunshine,Sunshine,1936,SPR,05.2,
Sunshine,Sunshine,1936,SUM,89.6,
Sunshine,Sunshine,1936,AUT,53.3,
Sunshine,Sunshine,1936,ANN,14.9,
Sunshine,Sunshine,1937,JAN,40.2,
Sunshine,Sunshine,1937,FEB,62.8,
Sunshine,Sunshine,1937,MAR,98.4,
Sunshine,Sunshine,1937,APR,96.5,
Sunshine,Sunshine,1937,MAY,76.1,
Sunshine,Sunshine,1937,JUN,74.2,
Sunshine,Sunshine,1937,JUL,27.1,
Sunshine,Sunshine,1937,AUG,82.3,
Sunshine,Sunshine,1937,SEP,42.3,
Sunshine,Sunshine,1937,OCT,78.5,
Sunshine,Sunshine,1937,NOV,61.2,
Sunshine,Sunshine,1937,DEC,32.1,
Sunshine,Sunshine,1937,WIN,55.6,
Sunshine,Sunshine,1937,SPR,71.0,
Sunshine,Sunshine,1937,SUM,83.6,
Sunshine,Sunshine,1937,AUT,82.0,
Sunshine,Sunshine,1937,ANN,71.7,
Sunshine,Sunshine,1938,JAN,43.7,
Sunshine,Sunshine,1938,FEB,64.0,
Sunshine,Sunshine,1938,MAR,41.5,
Sunshine,Sunshine,1938,APR,66.1,
Sunshine,Sunshine,1938,MAY,61.2,
Sunshine,Sunshine,1938,JUN,90.4,
Sunshine,Sunshine,1938,JUL,44.9,
Sunshine,Sunshine,1938,AUG,53.1,
Sunshine,Sunshine,1938,SEP,14.2,
Sunshine,Sunshine,1938,OCT,06.1,
Sunshine,Sunshine,1938,NOV,64.8,
Sunshine,Sunshine,1938,DEC,45.0,
Sunshine,Sunshine,1938,WIN,39.9,
Sunshine,Sunshine,1938,SPR,68.8,
Sunshine,Sunshine,1938,SUM,88.4,
Sunshine,Sunshine,1938,AUT,85.1,
Sunshine,Sunshine,1938,ANN,95.1,
Sunshine,Sunshine,1939,JAN,40.8,
Sunshine,Sunshine,1939,FEB,84.1,
Sunshine,Sunshine,1939,MAR,90.8,
Sunshine,Sunshine,1939,APR,70.0,
Sunshine,Sunshine,1939,MAY,93.4,
Sunshine,Sunshine,1939,JUN,15.5,
Sunshine,Sunshine,1939,JUL,47.5,
Sunshine,Sunshine,1939,AUG,58.6,
Sunshine,Sunshine,1939,SEP,32.0,
Sunshine,Sunshine,1939,OCT,97.3,
Sunshine,Sunshine,1939,NOV,42.2,
Sunshine,Sunshine,1939,DEC,38.8,
Sunshine,Sunshine,1939,WIN,69.9,
Sunshine,Sunshine,1939,SPR,54.2,
Sunshine,Sunshine,1939,SUM,21.6,
Sunshine,Sunshine,1939,AUT,71.6,
Sunshine,Sunshine,1939,ANN,11.0,
Sunshine,Sunshine,1940,JAN,62.1,
Sunshine,Sunshine,1940,FEB,28.1,
Sunshine,Sunshine,1940,MAR,14.5,
Sunshine,Sunshine,1940,APR,15.4,
Sunshine,Sunshine,1940,MAY,19.1,
Sunshine,Sunshine,1940,JUN,75.4,
Sunshine,Sunshine,1940,JUL,74.9,
Sunshine,Sunshine,1940,AUG,81.9,
Sunshine,Sunshine,1940,SEP,64.7,
Sunshine,Sunshine,1940,OCT,83.4,
Sunshine,Sunshine,1940,NOV,64.2,
Sunshine,Sunshine,1940,DEC,39.4,
Sunshine,Sunshine,1940,WIN,29.0,
Sunshine,Sunshine,1940,SPR,49.0,
Sunshine,Sunshine,1940,SUM,32.1,
Sunshine,Sunshine,1940,AUT,12.3,
Sunshine,Sunshine,1940,ANN,23.0,
Sunshine,Sunshine,1941,JAN,35.4,
Sunshine,Sunshine,1941,FEB,63.7,
Sunshine,Sunshine,1941,MAR,04.7,
Sunshine,Sunshine,1941,APR,06.4,
Sunshine,Sunshine,1941,MAY,51.0,
Sunshine,Sunshine,1941,JUN,03.9,
Sunshine,Sunshine,1941,JUL,11.3,
Sunshine,Sunshine,1941,AUG,65.2,
Sunshine,Sunshine,1941,SEP,02.3,
Sunshine,Sunshine,1941,OCT,02.6,
Sunshine,Sunshine,1941,NOV,41.1,
Sunshine,Sunshine,1941,DEC,39.5,
Sunshine,Sunshine,1941,WIN,38.5,
Sunshine,Sunshine,1941,SPR,62.2,
Sunshine,Sunshine,1941,SUM,80.4,
Sunshine,Sunshine,1941,AUT,46.1,
Sunshine,Sunshine,1941,ANN,27.2,
Sunshine,Sunshine,1942,JAN,35.0,
Sunshine,Sunshine,1942,FEB,47.4,
Sunshine,Sunshine,1942,MAR,74.5,
Sunshine,Sunshine,1942,APR,09.5,
Sunshine,Sunshine,1942,MAY,01.1,
Sunshine,Sunshine,1942,JUN,26.9,
Sunshine,Sunshine,1942,JUL,73.6,
Sunshine,Sunshine,1942,AUG,32.2,
Sunshine,Sunshine,1942,SEP,37.2,
Sunshine,Sunshine,1942,OCT,86.3,
Sunshine,Sunshine,1942,NOV,52.6,
Sunshine,Sunshine,1942,DEC,35.4,
Sunshine,Sunshine,1942,WIN,21.8,
Sunshine,Sunshine,1942,SPR,85.2,
Sunshine,Sunshine,1942,SUM,32.7,
Sunshine,Sunshine,1942,AUT,76.1,
Sunshine,Sunshine,1942,ANN,11.8,
Sunshine,Sunshine,1943,JAN,43.6,
Sunshine,Sunshine,1943,FEB,85.2,
Sunshine,Sunshine,1943,MAR,30.6,
Sunshine,Sunshine,1943,APR,62.1,
Sunshine,Sunshine,1943,MAY,35.1,
Sunshine,Sunshine,1943,JUN,98.5,
Sunshine,Sunshine,1943,JUL,03.3,
Sunshine,Sunshine,1943,AUG,54.1,
Sunshine,Sunshine,1943,SEP,38.2,
Sunshine,Sunshine,1943,OCT,98.3,
Sunshine,Sunshine,1943,NOV,66.0,
Sunshine,Sunshine,1943,DEC,42.2,
Sunshine,Sunshine,1943,WIN,64.2,
Sunshine,Sunshine,1943,SPR,27.8,
Sunshine,Sunshine,1943,SUM,55.9,
Sunshine,Sunshine,1943,AUT,02.5,
Sunshine,Sunshine,1943,ANN,57.2,
Sunshine,Sunshine,1944,JAN,38.9,
Sunshine,Sunshine,1944,FEB,59.9,
Sunshine,Sunshine,1944,MAR,25.8,
Sunshine,Sunshine,1944,APR,43.5,
Sunshine,Sunshine,1944,MAY,07.0,
Sunshine,Sunshine,1944,JUN,61.3,
Sunshine,Sunshine,1944,JUL,13.1,
Sunshine,Sunshine,1944,AUG,85.6,
Sunshine,Sunshine,1944,SEP,35.2,
Sunshine,Sunshine,1944,OCT,93.0,
Sunshine,Sunshine,1944,NOV,46.5,
Sunshine,Sunshine,1944,DEC,49.1,
Sunshine,Sunshine,1944,WIN,41.0,
Sunshine,Sunshine,1944,SPR,76.2,
Sunshine,Sunshine,1944,SUM,60.0,
Sunshine,Sunshine,1944,AUT,74.7,
Sunshine,Sunshine,1944,ANN,58.9,
Sunshine,Sunshine,1945,JAN,49.8,
Sunshine,Sunshine,1945,FEB,64.6,
Sunshine,Sunshine,1945,MAR,29.2,
Sunshine,Sunshine,1945,APR,88.5,
Sunshine,Sunshine,1945,MAY,71.2,
Sunshine,Sunshine,1945,JUN,85.7,
Sunshine,Sunshine,1945,JUL,78.7,
Sunshine,Sunshine,1945,AUG,58.7,
Sunshine,Sunshine,1945,SEP,90.4,
Sunshine,Sunshine,1945,OCT,00.2,
Sunshine,Sunshine,1945,NOV,41.8,
Sunshine,Sunshine,1945,DEC,38.3,
Sunshine,Sunshine,1945,WIN,63.6,
Sunshine,Sunshine,1945,SPR,88.8,
Sunshine,Sunshine,1945,SUM,23.1,
Sunshine,Sunshine,1945,AUT,32.4,
Sunshine,Sunshine,1945,ANN,97.2,
Sunshine,Sunshine,1946,JAN,48.3,
Sunshine,Sunshine,1946,FEB,73.8,
Sunshine,Sunshine,1946,MAR,03.2,
Sunshine,Sunshine,1946,APR,85.5,
Sunshine,Sunshine,1946,MAY,92.2,
Sunshine,Sunshine,1946,JUN,71.3,
Sunshine,Sunshine,1946,JUL,93.9,
Sunshine,Sunshine,1946,AUG,42.9,
Sunshine,Sunshine,1946,SEP,06.5,
Sunshine,Sunshine,1946,OCT,76.2,
Sunshine,Sunshine,1946,NOV,39.2,
Sunshine,Sunshine,1946,DEC,59.0,
Sunshine,Sunshine,1946,WIN,60.4,
Sunshine,Sunshine,1946,SPR,80.8,
Sunshine,Sunshine,1946,SUM,08.1,
Sunshine,Sunshine,1946,AUT,21.9,
Sunshine,Sunshine,1946,ANN,91.9,
Sunshine,Sunshine,1947,JAN,51.1,
Sunshine,Sunshine,1947,FEB,29.1,
Sunshine,Sunshine,1947,MAR,70.4,
Sunshine,Sunshine,1947,APR,50.6,
Sunshine,Sunshine,1947,MAY,76.5,
Sunshine,Sunshine,1947,JUN,82.7,
Sunshine,Sunshine,1947,JUL,68.6,
Sunshine,Sunshine,1947,AUG,64.8,
Sunshine,Sunshine,1947,SEP,47.8,
Sunshine,Sunshine,1947,OCT,05.6,
Sunshine,Sunshine,1947,NOV,77.5,
Sunshine,Sunshine,1947,DEC,32.9,
Sunshine,Sunshine,1947,WIN,39.3,
Sunshine,Sunshine,1947,SPR,97.5,
Sunshine,Sunshine,1947,SUM,16.1,
Sunshine,Sunshine,1947,AUT,31.0,
Sunshine,Sunshine,1947,ANN,57.9,
Sunshine,Sunshine,1948,JAN,38.3,
Sunshine,Sunshine,1948,FEB,68.0,
Sunshine,Sunshine,1948,MAR,58.6,
Sunshine,Sunshine,1948,APR,92.3,
Sunshine,Sunshine,1948,MAY,44.8,
Sunshine,Sunshine,1948,JUN,62.1,
Sunshine,Sunshine,1948,JUL,74.0,
Sunshine,Sunshine,1948,AUG,28.6,
Sunshine,Sunshine,1948,SEP,27.1,
Sunshine,Sunshine,1948,OCT,93.6,
Sunshine,Sunshine,1948,NOV,65.3,
Sunshine,Sunshine,1948,DEC,52.6,
Sunshine,Sunshine,1948,WIN,39.3,
Sunshine,Sunshine,1948,SPR,95.8,
Sunshine,Sunshine,1948,SUM,64.7,
Sunshine,Sunshine,1948,AUT,86.0,
Sunshine,Sunshine,1948,ANN,05.4,
Sunshine,Sunshine,1949,JAN,54.5,
Sunshine,Sunshine,1949,FEB,08.6,
Sunshine,Sunshine,1949,MAR,11.5,
Sunshine,Sunshine,1949,APR,70.7,
Sunshine,Sunshine,1949,MAY,22.6,
Sunshine,Sunshine,1949,JUN,44.7,
Sunshine,Sunshine,1949,JUL,25.0,
Sunshine,Sunshine,1949,AUG,01.6,
Sunshine,Sunshine,1949,SEP,44.2,
Sunshine,Sunshine,1949,OCT,03.3,
Sunshine,Sunshine,1949,NOV,61.3,
Sunshine,Sunshine,1949,DEC,48.9,
Sunshine,Sunshine,1949,WIN,15.6,
Sunshine,Sunshine,1949,SPR,04.8,
Sunshine,Sunshine,1949,SUM,71.4,
Sunshine,Sunshine,1949,AUT,08.8,
Sunshine,Sunshine,1949,ANN,96.9,
Sunshine,Sunshine,1950,JAN,34.7,
Sunshine,Sunshine,1950,FEB,66.5,
Sunshine,Sunshine,1950,MAR,24.1,
Sunshine,Sunshine,1950,APR,56.1,
Sunshine,Sunshine,1950,MAY,68.2,
Sunshine,Sunshine,1950,JUN,39.7,
Sunshine,Sunshine,1950,JUL,85.4,
Sunshine,Sunshine,1950,AUG,68.1,
Sunshine,Sunshine,1950,SEP,11.4,
Sunshine,Sunshine,1950,OCT,98.3,
Sunshine,Sunshine,1950,NOV,55.4,
Sunshine,Sunshine,1950,DEC,40.5,
Sunshine,Sunshine,1950,WIN,50.0,
Sunshine,Sunshine,1950,SPR,48.4,
Sunshine,Sunshine,1950,SUM,93.1,
Sunshine,Sunshine,1950,AUT,65.1,
Sunshine,Sunshine,1950,ANN,48.1,
Sunshine,Sunshine,1951,JAN,44.1,
Sunshine,Sunshine,1951,FEB,62.8,
Sunshine,Sunshine,1951,MAR,88.3,
Sunshine,Sunshine,1951,APR,83.8,
Sunshine,Sunshine,1951,MAY,61.3,
Sunshine,Sunshine,1951,JUN,28.1,
Sunshine,Sunshine,1951,JUL,99.6,
Sunshine,Sunshine,1951,AUG,55.1,
Sunshine,Sunshine,1951,SEP,11.3,
Sunshine,Sunshine,1951,OCT,10.5,
Sunshine,Sunshine,1951,NOV,58.6,
Sunshine,Sunshine,1951,DEC,51.8,
Sunshine,Sunshine,1951,WIN,47.4,
Sunshine,Sunshine,1951,SPR,33.4,
Sunshine,Sunshine,1951,SUM,82.7,
Sunshine,Sunshine,1951,AUT,80.3,
Sunshine,Sunshine,1951,ANN,55.2,
Sunshine,Sunshine,1952,JAN,73.8,
Sunshine,Sunshine,1952,FEB,80.7,
Sunshine,Sunshine,1952,MAR,88.5,
Sunshine,Sunshine,1952,APR,61.8,
Sunshine,Sunshine,1952,MAY,02.6,
Sunshine,Sunshine,1952,JUN,93.3,
Sunshine,Sunshine,1952,JUL,79.8,
Sunshine,Sunshine,1952,AUG,73.5,
Sunshine,Sunshine,1952,SEP,20.0,
Sunshine,Sunshine,1952,OCT,04.0,
Sunshine,Sunshine,1952,NOV,67.1,
Sunshine,Sunshine,1952,DEC,53.3,
Sunshine,Sunshine,1952,WIN,06.3,
Sunshine,Sunshine,1952,SPR,52.9,
Sunshine,Sunshine,1952,SUM,46.7,
Sunshine,Sunshine,1952,AUT,91.1,
Sunshine,Sunshine,1952,ANN,98.5,
Sunshine,Sunshine,1953,JAN,38.2,
Sunshine,Sunshine,1953,FEB,63.6,
Sunshine,Sunshine,1953,MAR,32.7,
Sunshine,Sunshine,1953,APR,68.0,
Sunshine,Sunshine,1953,MAY,11.0,
Sunshine,Sunshine,1953,JUN,46.9,
Sunshine,Sunshine,1953,JUL,87.0,
Sunshine,Sunshine,1953,AUG,00.0,
Sunshine,Sunshine,1953,SEP,47.5,
Sunshine,Sunshine,1953,OCT,87.9,
Sunshine,Sunshine,1953,NOV,47.2,
Sunshine,Sunshine,1953,DEC,32.2,
Sunshine,Sunshine,1953,WIN,55.1,
Sunshine,Sunshine,1953,SPR,11.7,
Sunshine,Sunshine,1953,SUM,34.0,
Sunshine,Sunshine,1953,AUT,82.5,
Sunshine,Sunshine,1953,ANN,62.1,
Sunshine,Sunshine,1954,JAN,55.4,
Sunshine,Sunshine,1954,FEB,58.0,
Sunshine,Sunshine,1954,MAR,97.6,
Sunshine,Sunshine,1954,APR,78.9,
Sunshine,Sunshine,1954,MAY,49.4,
Sunshine,Sunshine,1954,JUN,40.1,
Sunshine,Sunshine,1954,JUL,34.4,
Sunshine,Sunshine,1954,AUG,23.8,
Sunshine,Sunshine,1954,SEP,57.6,
Sunshine,Sunshine,1954,OCT,84.4,
Sunshine,Sunshine,1954,NOV,56.6,
Sunshine,Sunshine,1954,DEC,46.5,
Sunshine,Sunshine,1954,WIN,45.7,
Sunshine,Sunshine,1954,SPR,25.9,
Sunshine,Sunshine,1954,SUM,98.2,
Sunshine,Sunshine,1954,AUT,98.6,
Sunshine,Sunshine,1954,ANN,82.6,
Sunshine,Sunshine,1955,JAN,34.9,
Sunshine,Sunshine,1955,FEB,79.5,
Sunshine,Sunshine,1955,MAR,50.6,
Sunshine,Sunshine,1955,APR,64.3,
Sunshine,Sunshine,1955,MAY,01.8,
Sunshine,Sunshine,1955,JUN,59.4,
Sunshine,Sunshine,1955,JUL,59.8,
Sunshine,Sunshine,1955,AUG,93.0,
Sunshine,Sunshine,1955,SEP,52.4,
Sunshine,Sunshine,1955,OCT,19.7,
Sunshine,Sunshine,1955,NOV,53.4,
Sunshine,Sunshine,1955,DEC,43.5,
Sunshine,Sunshine,1955,WIN,61.0,
Sunshine,Sunshine,1955,SPR,16.6,
Sunshine,Sunshine,1955,SUM,12.2,
Sunshine,Sunshine,1955,AUT,25.5,
Sunshine,Sunshine,1955,ANN,12.2,
Sunshine,Sunshine,1956,JAN,55.3,
Sunshine,Sunshine,1956,FEB,71.5,
Sunshine,Sunshine,1956,MAR,34.9,
Sunshine,Sunshine,1956,APR,60.6,
Sunshine,Sunshine,1956,MAY,37.7,
Sunshine,Sunshine,1956,JUN,50.1,
Sunshine,Sunshine,1956,JUL,59.2,
Sunshine,Sunshine,1956,AUG,50.0,
Sunshine,Sunshine,1956,SEP,00.8,
Sunshine,Sunshine,1956,OCT,11.3,
Sunshine,Sunshine,1956,NOV,58.3,
Sunshine,Sunshine,1956,DEC,20.0,
Sunshine,Sunshine,1956,WIN,70.3,
Sunshine,Sunshine,1956,SPR,33.2,
Sunshine,Sunshine,1956,SUM,59.3,
Sunshine,Sunshine,1956,AUT,70.3,
Sunshine,Sunshine,1956,ANN,09.7,
Sunshine,Sunshine,1957,JAN,48.0,
Sunshine,Sunshine,1957,FEB,78.7,
Sunshine,Sunshine,1957,MAR,94.3,
Sunshine,Sunshine,1957,APR,55.0,
Sunshine,Sunshine,1957,MAY,05.0,
Sunshine,Sunshine,1957,JUN,84.3,
Sunshine,Sunshine,1957,JUL,41.3,
Sunshine,Sunshine,1957,AUG,43.9,
Sunshine,Sunshine,1957,SEP,11.9,
Sunshine,Sunshine,1957,OCT,87.0,
Sunshine,Sunshine,1957,NOV,61.9,
Sunshine,Sunshine,1957,DEC,51.2,
Sunshine,Sunshine,1957,WIN,46.7,
Sunshine,Sunshine,1957,SPR,54.3,
Sunshine,Sunshine,1957,SUM,69.5,
Sunshine,Sunshine,1957,AUT,60.8,
Sunshine,Sunshine,1957,ANN,62.5,
Sunshine,Sunshine,1958,JAN,50.7,
Sunshine,Sunshine,1958,FEB,55.3,
Sunshine,Sunshine,1958,MAR,07.8,
Sunshine,Sunshine,1958,APR,45.9,
Sunshine,Sunshine,1958,MAY,78.7,
Sunshine,Sunshine,1958,JUN,39.3,
Sunshine,Sunshine,1958,JUL,73.3,
Sunshine,Sunshine,1958,AUG,28.9,
Sunshine,Sunshine,1958,SEP,25.7,
Sunshine,Sunshine,1958,OCT,94.9,
Sunshine,Sunshine,1958,NOV,46.6,
Sunshine,Sunshine,1958,DEC,31.7,
Sunshine,Sunshine,1958,WIN,57.2,
Sunshine,Sunshine,1958,SPR,32.4,
Sunshine,Sunshine,1958,SUM,41.5,
Sunshine,Sunshine,1958,AUT,67.2,
Sunshine,Sunshine,1958,ANN,78.8,
Sunshine,Sunshine,1959,JAN,77.3,
Sunshine,Sunshine,1959,FEB,57.4,
Sunshine,Sunshine,1959,MAR,95.6,
Sunshine,Sunshine,1959,APR,46.8,
Sunshine,Sunshine,1959,MAY,24.0,
Sunshine,Sunshine,1959,JUN,27.9,
Sunshine,Sunshine,1959,JUL,41.4,
Sunshine,Sunshine,1959,AUG,07.9,
Sunshine,Sunshine,1959,SEP,91.6,
Sunshine,Sunshine,1959,OCT,38.4,
Sunshine,Sunshine,1959,NOV,52.7,
Sunshine,Sunshine,1959,DEC,32.1,
Sunshine,Sunshine,1959,WIN,66.4,
Sunshine,Sunshine,1959,SPR,66.4,
Sunshine,Sunshine,1959,SUM,77.2,
Sunshine,Sunshine,1959,AUT,82.7,
Sunshine,Sunshine,1959,ANN,93.0,
Sunshine,Sunshine,1960,JAN,35.9,
Sunshine,Sunshine,1960,FEB,77.9,
Sunshine,Sunshine,1960,MAR,70.3,
Sunshine,Sunshine,1960,APR,56.8,
Sunshine,Sunshine,1960,MAY,83.8,
Sunshine,Sunshine,1960,JUN,54.0,
Sunshine,Sunshine,1960,JUL,49.6,
Sunshine,Sunshine,1960,AUG,59.9,
Sunshine,Sunshine,1960,SEP,23.4,
Sunshine,Sunshine,1960,OCT,66.0,
Sunshine,Sunshine,1960,NOV,63.2,
