region_code,weather_param,year,key,value
Rainfall,Rainfall,2011,SPR,88.2,
Rainfall,Rainfall,2011,SUM,66.9,
Rainfall,Rainfall,2011,AUT,31.9,
Rainfall,Rainfall,2011,ANN,72.5,
Rainfall,Rainfall,2012,JAN,10.9,
Rainfall,Rainfall,2012,FEB,60.0,
Rainfall,Rainfall,2012,MAR,37.0,
Rainfall,Rainfall,2012,APR,28.0,
Rainfall,Rainfall,2012,MAY,65.8,
Rainfall,Rainfall,2012,JUN,49.0,
Rainfall,Rainfall,2012,JUL,18.9,
Rainfall,Rainfall,2012,AUG,11.3,
Rainfall,Rainfall,2012,SEP,12.9,
Rainfall,Rainfall,2012,OCT,26.2,
Rainfall,Rainfall,2012,NOV,35.5,
Rainfall,Rainfall,2012,DEC,79.4,
Rainfall,Rainfall,2012,WIN,39.0,
Rainfall,Rainfall,2012,SPR,30.8,
Rainfall,Rainfall,2012,SUM,79.2,
Rainfall,Rainfall,2012,AUT,74.6,
Rainfall,Rainfall,2012,ANN,34.8,
Rainfall,Rainfall,2013,JAN,10.5,
Rainfall,Rainfall,2013,FEB,59.8,
Rainfall,Rainfall,2013,MAR,64.6,
Rainfall,Rainfall,2013,APR,63.6,
Rainfall,Rainfall,2013,MAY,92.1,
Rainfall,Rainfall,2013,JUN,48.7,
Rainfall,Rainfall,2013,JUL,65.4,
Rainfall,Rainfall,2013,AUG,72.7,
Rainfall,Rainfall,2013,SEP,71.6,
Rainfall,Rainfall,2013,OCT,63.4,
Rainfall,Rainfall,2013,NOV,91.0,
Rainfall,Rainfall,2013,DEC,87.6,
Rainfall,Rainfall,2013,WIN,49.6,
Rainfall,Rainfall,2013,SPR,20.2,
Rainfall,Rainfall,2013,SUM,86.8,
Rainfall,Rainfall,2013,AUT,26.0,
Rainfall,Rainfall,2013,ANN,91.0,
Rainfall,Rainfall,2014,JAN,88.0,
Rainfall,Rainfall,2014,FEB,69.2,
Rainfall,Rainfall,2014,MAR,80.0,
Rainfall,Rainfall,2014,APR,67.8,
Rainfall,Rainfall,2014,MAY,99.6,
Rainfall,Rainfall,2014,JUN,54.8,
Rainfall,Rainfall,2014,JUL,64.7,
Rainfall,Rainfall,2014,AUG,38.8,
Rainfall,Rainfall,2014,SEP,22.8,
Rainfall,Rainfall,2014,OCT,58.5,
Rainfall,Rainfall,2014,NOV,23.7,
Rainfall,Rainfall,2014,DEC,32.6,
Rainfall,Rainfall,2014,WIN,44.9,
Rainfall,Rainfall,2014,SPR,47.4,
Rainfall,Rainfall,2014,SUM,58.3,
Rainfall,Rainfall,2014,AUT,04.9,
Rainfall,Rainfall,2014,ANN,00.5,
Rainfall,Rainfall,2015,JAN,54.3,
Rainfall,Rainfall,2015,FEB,80.5,
Rainfall,Rainfall,2015,MAR,95.6,
Rainfall,Rainfall,2015,APR,45.7,
Rainfall,Rainfall,2015,MAY,10.3,
Rainfall,Rainfall,2015,JUN,56.5,
Rainfall,Rainfall,2015,JUL,08.0,
Rainfall,Rainfall,2015,AUG,05.0,
Rainfall,Rainfall,2015,SEP,52.3,
Rainfall,Rainfall,2015,OCT,72.4,
Rainfall,Rainfall,2015,NOV,72.9,
Rainfall,Rainfall,2015,DEC,18.8,
Rainfall,Rainfall,2015,WIN,67.4,
Rainfall,Rainfall,2015,SPR,51.7,
Rainfall,Rainfall,2015,SUM,69.5,
Rainfall,Rainfall,2015,AUT,97.6,
Rainfall,Rainfall,2015,ANN,72.4,
Rainfall,Rainfall,2016,JAN,79.6,
Rainfall,Rainfall,2016,FEB,10.8,
Rainfall,Rainfall,2016,MAR,83.4,
Rainfall,Rainfall,2016,APR,77.7,
Rainfall,Rainfall,2016,MAY,61.3,
Rainfall,Rainfall,2016,JUN,95.5,
Rainfall,Rainfall,2016,JUL,79.0,
Rainfall,Rainfall,2016,AUG,85.5,
Rainfall,Rainfall,2016,SEP,97.0,
Rainfall,Rainfall,2016,OCT,47.4,
Rainfall,Rainfall,2016,NOV,04.7,
Rainfall,Rainfall,2016,DEC,77.9,
Rainfall,Rainfall,2016,WIN,09.1,
Rainfall,Rainfall,2016,SPR,22.4,
Rainfall,Rainfall,2016,SUM,60.0,
Rainfall,Rainfall,2016,AUT,49.2,
Rainfall,Rainfall,2016,ANN,99.8,
Rainfall,Rainfall,2017,JAN,75.5,
Rainfall,Rainfall,2017,FEB,93.9,
Rainfall,Rainfall,2017,MAR,99.1,
Rainfall,Rainfall,2017,APR,34.7,
Rainfall,Rainfall,2017,MAY,58.0,
Rainfall,Rainfall,2017,JUN,13.7,
Rainfall,Rainfall,2017,JUL,06.9,
Rainfall,Rainfall,2017,AUG,N/A,
Rainfall,Rainfall,2017,SEP,N/A,
Rainfall,Rainfall,2017,OCT,N/A,
Rainfall,Rainfall,2017,NOV,N/A,
Rainfall,Rainfall,2017,DEC,N/A,
Rainfall,Rainfall,2017,WIN,47.3,
Rainfall,Rainfall,2017,SPR,91.8,
Max temp,Max temp,1910,JAN,6.0,
Max temp,Max temp,1910,FEB,7.6,
Max temp,Max temp,1910,MAR,9.8,
Max temp,Max temp,1910,APR,11.0,
Max temp,Max temp,1910,MAY,15.4,
Max temp,Max temp,1910,JUN,18.9,
Max temp,Max temp,1910,JUL,17.9,
Max temp,Max temp,1910,AUG,19.0,
Max temp,Max temp,1910,SEP,16.5,
Max temp,Max temp,1910,OCT,13.7,
Max temp,Max temp,1910,NOV,6.5,
Max temp,Max temp,1910,DEC,8.3,
Max temp,Max temp,1910,WIN,N/A,
Max temp,Max temp,1910,SPR,2.10,
Max temp,Max temp,1910,SUM,8.60,
Max temp,Max temp,1910,AUT,2.25,
Max temp,Max temp,1910,ANN,2.59,
Max temp,Max temp,1911,JAN,5.8,
Max temp,Max temp,1911,FEB,7.3,
Max temp,Max temp,1911,MAR,7.8,
Max temp,Max temp,1911,APR,11.1,
Max temp,Max temp,1911,MAY,17.6,
Max temp,Max temp,1911,JUN,19.1,
Max temp,Max temp,1911,JUL,23.8,
Max temp,Max temp,1911,AUG,23.3,
Max temp,Max temp,1911,SEP,19.3,
Max temp,Max temp,1911,OCT,12.9,
Max temp,Max temp,1911,NOV,8.6,
Max temp,Max temp,1911,DEC,8.3,
Max temp,Max temp,1911,WIN,7.15,
Max temp,Max temp,1911,SPR,2.17,
Max temp,Max temp,1911,SUM,2.10,
Max temp,Max temp,1911,AUT,3.58,
Max temp,Max temp,1911,ANN,3.79,
Max temp,Max temp,1912,JAN,5.8,
Max temp,Max temp,1912,FEB,7.8,
Max temp,Max temp,1912,MAR,10.1,
Max temp,Max temp,1912,APR,13.6,
Max temp,Max temp,1912,MAY,16.2,
Max temp,Max temp,1912,JUN,17.8,
Max temp,Max temp,1912,JUL,19.8,
Max temp,Max temp,1912,AUG,16.4,
Max temp,Max temp,1912,SEP,14.7,
Max temp,Max temp,1912,OCT,12.5,
Max temp,Max temp,1912,NOV,8.6,
Max temp,Max temp,1912,DEC,9.2,
Max temp,Max temp,1912,WIN,7.31,
Max temp,Max temp,1912,SPR,3.31,
Max temp,Max temp,1912,SUM,8.01,
Max temp,Max temp,1912,AUT,1.94,
Max temp,Max temp,1912,ANN,2.73,
Max temp,Max temp,1913,JAN,6.5,
Max temp,Max temp,1913,FEB,7.6,
Max temp,Max temp,1913,MAR,9.4,
Max temp,Max temp,1913,APR,11.3,
Max temp,Max temp,1913,MAY,15.9,
Max temp,Max temp,1913,JUN,18.6,
Max temp,Max temp,1913,JUL,18.5,
Max temp,Max temp,1913,AUG,19.9,
Max temp,Max temp,1913,SEP,17.9,
Max temp,Max temp,1913,OCT,14.2,
Max temp,Max temp,1913,NOV,11.1,
Max temp,Max temp,1913,DEC,7.0,
Max temp,Max temp,1913,WIN,7.76,
Max temp,Max temp,1913,SPR,2.19,
Max temp,Max temp,1913,SUM,9.02,
Max temp,Max temp,1913,AUT,4.41,
Max temp,Max temp,1913,ANN,3.19,
Max temp,Max temp,1914,JAN,5.5,
Max temp,Max temp,1914,FEB,9.5,
Max temp,Max temp,1914,MAR,9.2,
Max temp,Max temp,1914,APR,14.7,
Max temp,Max temp,1914,MAY,15.1,
Max temp,Max temp,1914,JUN,19.3,
Max temp,Max temp,1914,JUL,20.1,
Max temp,Max temp,1914,AUG,20.7,
Max temp,Max temp,1914,SEP,18.2,
Max temp,Max temp,1914,OCT,13.7,
Max temp,Max temp,1914,NOV,9.6,
Max temp,Max temp,1914,DEC,7.1,
Max temp,Max temp,1914,WIN,7.29,
Max temp,Max temp,1914,SPR,2.96,
Max temp,Max temp,1914,SUM,0.04,
Max temp,Max temp,1914,AUT,3.84,
Max temp,Max temp,1914,ANN,3.57,
Max temp,Max temp,1915,JAN,5.9,
Max temp,Max temp,1915,FEB,6.9,
Max temp,Max temp,1915,MAR,8.5,
Max temp,Max temp,1915,APR,11.9,
Max temp,Max temp,1915,MAY,15.5,
Max temp,Max temp,1915,JUN,19.2,
Max temp,Max temp,1915,JUL,18.6,
Max temp,Max temp,1915,AUG,19.4,
Max temp,Max temp,1915,SEP,17.8,
Max temp,Max temp,1915,OCT,12.5,
Max temp,Max temp,1915,NOV,6.4,
Max temp,Max temp,1915,DEC,7.8,
Max temp,Max temp,1915,WIN,6.63,
Max temp,Max temp,1915,SPR,1.95,
Max temp,Max temp,1915,SUM,9.10,
Max temp,Max temp,1915,AUT,2.25,
Max temp,Max temp,1915,ANN,2.58,
Max temp,Max temp,1916,JAN,9.7,
Max temp,Max temp,1916,FEB,6.2,
Max temp,Max temp,1916,MAR,5.9,
Max temp,Max temp,1916,APR,12.6,
Max temp,Max temp,1916,MAY,16.0,
Max temp,Max temp,1916,JUN,15.4,
Max temp,Max temp,1916,JUL,19.4,
Max temp,Max temp,1916,AUG,20.8,
Max temp,Max temp,1916,SEP,16.8,
Max temp,Max temp,1916,OCT,13.7,
Max temp,Max temp,1916,NOV,9.3,
Max temp,Max temp,1916,DEC,4.7,
Max temp,Max temp,1916,WIN,7.92,
Max temp,Max temp,1916,SPR,1.47,
Max temp,Max temp,1916,SUM,8.58,
Max temp,Max temp,1916,AUT,3.27,
Max temp,Max temp,1916,ANN,2.56,
Max temp,Max temp,1917,JAN,2.9,
Max temp,Max temp,1917,FEB,3.8,
Max temp,Max temp,1917,MAR,6.4,
Max temp,Max temp,1917,APR,9.2,
Max temp,Max temp,1917,MAY,17.5,
Max temp,Max temp,1917,JUN,19.9,
Max temp,Max temp,1917,JUL,20.5,
Max temp,Max temp,1917,AUG,18.7,
Max temp,Max temp,1917,SEP,17.9,
Max temp,Max temp,1917,OCT,11.4,
Max temp,Max temp,1917,NOV,10.4,
Max temp,Max temp,1917,DEC,4.8,
Max temp,Max temp,1917,WIN,3.83,
Max temp,Max temp,1917,SPR,1.05,
Max temp,Max temp,1917,SUM,9.71,
Max temp,Max temp,1917,AUT,3.22,
Max temp,Max temp,1917,ANN,2.00,
Max temp,Max temp,1918,JAN,6.2,
Max temp,Max temp,1918,FEB,8.6,
Max temp,Max temp,1918,MAR,9.6,
Max temp,Max temp,1918,APR,10.2,
Max temp,Max temp,1918,MAY,17.6,
Max temp,Max temp,1918,JUN,18.1,
Max temp,Max temp,1918,JUL,20.0,
Max temp,Max temp,1918,AUG,20.3,
Max temp,Max temp,1918,SEP,15.5,
Max temp,Max temp,1918,OCT,12.3,
Max temp,Max temp,1918,NOV,8.7,
Max temp,Max temp,1918,DEC,9.1,
Max temp,Max temp,1918,WIN,6.45,
Max temp,Max temp,1918,SPR,2.47,
Max temp,Max temp,1918,SUM,9.48,
Max temp,Max temp,1918,AUT,2.15,
Max temp,Max temp,1918,ANN,3.05,
Max temp,Max temp,1919,JAN,5.0,
Max temp,Max temp,1919,FEB,4.3,
Max temp,Max temp,1919,MAR,6.6,
Max temp,Max temp,1919,APR,11.0,
Max temp,Max temp,1919,MAY,18.0,
Max temp,Max temp,1919,JUN,18.8,
Max temp,Max temp,1919,JUL,17.9,
Max temp,Max temp,1919,AUG,20.6,
Max temp,Max temp,1919,SEP,17.3,
Max temp,Max temp,1919,OCT,11.7,
Max temp,Max temp,1919,NOV,5.7,
Max temp,Max temp,1919,DEC,7.8,
Max temp,Max temp,1919,WIN,6.22,
Max temp,Max temp,1919,SPR,1.88,
Max temp,Max temp,1919,SUM,9.12,
Max temp,Max temp,1919,AUT,1.57,
Max temp,Max temp,1919,ANN,2.12,
Max temp,Max temp,1920,JAN,7.7,
Max temp,Max temp,1920,FEB,8.9,
Max temp,Max temp,1920,MAR,10.8,
Max temp,Max temp,1920,APR,11.1,
Max temp,Max temp,1920,MAY,16.0,
Max temp,Max temp,1920,JUN,18.7,
Max temp,Max temp,1920,JUL,17.7,
Max temp,Max temp,1920,AUG,17.5,
Max temp,Max temp,1920,SEP,17.1,
Max temp,Max temp,1920,OCT,14.2,
Max temp,Max temp,1920,NOV,9.7,
Max temp,Max temp,1920,DEC,6.5,
Max temp,Max temp,1920,WIN,8.12,
Max temp,Max temp,1920,SPR,2.66,
Max temp,Max temp,1920,SUM,7.94,
Max temp,Max temp,1920,AUT,3.68,
Max temp,Max temp,1920,ANN,3.01,
Max temp,Max temp,1921,JAN,9.3,
Max temp,Max temp,1921,FEB,7.6,
Max temp,Max temp,1921,MAR,10.7,
Max temp,Max temp,1921,APR,12.9,
Max temp,Max temp,1921,MAY,16.4,
Max temp,Max temp,1921,JUN,19.6,
Max temp,Max temp,1921,JUL,23.7,
Max temp,Max temp,1921,AUG,19.5,
Max temp,Max temp,1921,SEP,19.1,
Max temp,Max temp,1921,OCT,17.3,
Max temp,Max temp,1921,NOV,7.5,
Max temp,Max temp,1921,DEC,9.0,
Max temp,Max temp,1921,WIN,7.83,
Max temp,Max temp,1921,SPR,3.34,
Max temp,Max temp,1921,SUM,0.94,
Max temp,Max temp,1921,AUT,4.65,
Max temp,Max temp,1921,ANN,4.44,
Max temp,Max temp,1922,JAN,6.1,
Max temp,Max temp,1922,FEB,7.2,
Max temp,Max temp,1922,MAR,7.5,
Max temp,Max temp,1922,APR,9.5,
Max temp,Max temp,1922,MAY,17.8,
Max temp,Max temp,1922,JUN,18.5,
Max temp,Max temp,1922,JUL,17.4,
Max temp,Max temp,1922,AUG,17.2,
Max temp,Max temp,1922,SEP,15.8,
Max temp,Max temp,1922,OCT,11.9,
Max temp,Max temp,1922,NOV,8.8,
Max temp,Max temp,1922,DEC,7.7,
Max temp,Max temp,1922,WIN,7.44,
Max temp,Max temp,1922,SPR,1.63,
Max temp,Max temp,1922,SUM,7.71,
Max temp,Max temp,1922,AUT,2.16,
Max temp,Max temp,1922,ANN,2.15,
Max temp,Max temp,1923,JAN,8.0,
Max temp,Max temp,1923,FEB,7.6,
Max temp,Max temp,1923,MAR,9.6,
Max temp,Max temp,1923,APR,11.0,
Max temp,Max temp,1923,MAY,13.2,
Max temp,Max temp,1923,JUN,16.2,
Max temp,Max temp,1923,JUL,21.7,
Max temp,Max temp,1923,AUG,19.6,
Max temp,Max temp,1923,SEP,16.7,
Max temp,Max temp,1923,OCT,12.8,
Max temp,Max temp,1923,NOV,6.3,
Max temp,Max temp,1923,DEC,6.1,
Max temp,Max temp,1923,WIN,7.76,
Max temp,Max temp,1923,SPR,1.28,
Max temp,Max temp,1923,SUM,9.20,
Max temp,Max temp,1923,AUT,1.93,
Max temp,Max temp,1923,ANN,2.43,
Max temp,Max temp,1924,JAN,6.6,
Max temp,Max temp,1924,FEB,5.4,
Max temp,Max temp,1924,MAR,8.2,
Max temp,Max temp,1924,APR,11.1,
Max temp,Max temp,1924,MAY,15.2,
Max temp,Max temp,1924,JUN,17.9,
Max temp,Max temp,1924,JUL,19.5,
Max temp,Max temp,1924,AUG,17.9,
Max temp,Max temp,1924,SEP,16.5,
Max temp,Max temp,1924,OCT,13.2,
Max temp,Max temp,1924,NOV,9.4,
Max temp,Max temp,1924,DEC,8.7,
Max temp,Max temp,1924,WIN,6.06,
Max temp,Max temp,1924,SPR,1.51,
Max temp,Max temp,1924,SUM,8.47,
Max temp,Max temp,1924,AUT,3.06,
Max temp,Max temp,1924,ANN,2.51,
Max temp,Max temp,1925,JAN,7.6,
Max temp,Max temp,1925,FEB,7.7,
Max temp,Max temp,1925,MAR,8.0,
Max temp,Max temp,1925,APR,11.2,
Max temp,Max temp,1925,MAY,15.5,
Max temp,Max temp,1925,JUN,19.9,
Max temp,Max temp,1925,JUL,21.4,
Max temp,Max temp,1925,AUG,19.5,
Max temp,Max temp,1925,SEP,15.3,
Max temp,Max temp,1925,OCT,14.0,
Max temp,Max temp,1925,NOV,6.7,
Max temp,Max temp,1925,DEC,5.3,
Max temp,Max temp,1925,WIN,8.01,
Max temp,Max temp,1925,SPR,1.57,
Max temp,Max temp,1925,SUM,0.28,
Max temp,Max temp,1925,AUT,2.02,
Max temp,Max temp,1925,ANN,2.71,
Max temp,Max temp,1926,JAN,6.8,
Max temp,Max temp,1926,FEB,9.0,
Max temp,Max temp,1926,MAR,9.5,
Max temp,Max temp,1926,APR,13.0,
Max temp,Max temp,1926,MAY,14.0,
Max temp,Max temp,1926,JUN,17.7,
Max temp,Max temp,1926,JUL,20.8,
Max temp,Max temp,1926,AUG,20.7,
Max temp,Max temp,1926,SEP,18.5,
Max temp,Max temp,1926,OCT,11.7,
Max temp,Max temp,1926,NOV,8.8,
Max temp,Max temp,1926,DEC,6.5,
Max temp,Max temp,1926,WIN,6.95,
Max temp,Max temp,1926,SPR,2.18,
Max temp,Max temp,1926,SUM,9.75,
Max temp,Max temp,1926,AUT,3.01,
Max temp,Max temp,1926,ANN,3.11,
Max temp,Max temp,1927,JAN,6.9,
Max temp,Max temp,1927,FEB,7.0,
Max temp,Max temp,1927,MAR,10.3,
Max temp,Max temp,1927,APR,11.7,
Max temp,Max temp,1927,MAY,15.6,
Max temp,Max temp,1927,JUN,16.5,
Max temp,Max temp,1927,JUL,19.1,
Max temp,Max temp,1927,AUG,19.4,
Max temp,Max temp,1927,SEP,15.8,
Max temp,Max temp,1927,OCT,13.9,
Max temp,Max temp,1927,NOV,8.7,
Max temp,Max temp,1927,DEC,3.7,
Max temp,Max temp,1927,WIN,6.79,
Max temp,Max temp,1927,SPR,2.54,
Max temp,Max temp,1927,SUM,8.36,
Max temp,Max temp,1927,AUT,2.83,
Max temp,Max temp,1927,ANN,2.43,
Max temp,Max temp,1928,JAN,7.9,
Max temp,Max temp,1928,FEB,8.8,
Max temp,Max temp,1928,MAR,9.0,
Max temp,Max temp,1928,APR,11.9,
Max temp,Max temp,1928,MAY,14.8,
Max temp,Max temp,1928,JUN,17.0,
Max temp,Max temp,1928,JUL,21.1,
Max temp,Max temp,1928,AUG,19.5,
Max temp,Max temp,1928,SEP,17.6,
Max temp,Max temp,1928,OCT,13.6,
Max temp,Max temp,1928,NOV,10.5,
Max temp,Max temp,1928,DEC,6.2,
Max temp,Max temp,1928,WIN,6.78,
Max temp,Max temp,1928,SPR,1.91,
Max temp,Max temp,1928,SUM,9.24,
Max temp,Max temp,1928,AUT,3.89,
Max temp,Max temp,1928,ANN,3.18,
Max temp,Max temp,1929,JAN,3.5,
Max temp,Max temp,1929,FEB,2.8,
Max temp,Max temp,1929,MAR,11.8,
Max temp,Max temp,1929,APR,10.6,
Max temp,Max temp,1929,MAY,15.8,
Max temp,Max temp,1929,JUN,17.6,
Max temp,Max temp,1929,JUL,20.8,
Max temp,Max temp,1929,AUG,19.6,
Max temp,Max temp,1929,SEP,20.8,
Max temp,Max temp,1929,OCT,13.1,
Max temp,Max temp,1929,NOV,9.7,
Max temp,Max temp,1929,DEC,8.0,
Max temp,Max temp,1929,WIN,4.21,
Max temp,Max temp,1929,SPR,2.74,
Max temp,Max temp,1929,SUM,9.37,
Max temp,Max temp,1929,AUT,4.52,
Max temp,Max temp,1929,ANN,2.91,
Max temp,Max temp,1930,JAN,8.1,
Max temp,Max temp,1930,FEB,4.9,
Max temp,Max temp,1930,MAR,8.6,
Max temp,Max temp,1930,APR,11.3,
Max temp,Max temp,1930,MAY,14.6,
Max temp,Max temp,1930,JUN,19.8,
Max temp,Max temp,1930,JUL,18.9,
Max temp,Max temp,1930,AUG,20.0,
Max temp,Max temp,1930,SEP,17.0,
Max temp,Max temp,1930,OCT,13.7,
Max temp,Max temp,1930,NOV,9.4,
Max temp,Max temp,1930,DEC,6.6,
Max temp,Max temp,1930,WIN,7.07,
Max temp,Max temp,1930,SPR,1.49,
Max temp,Max temp,1930,SUM,9.58,
Max temp,Max temp,1930,AUT,3.35,
Max temp,Max temp,1930,ANN,2.78,
Max temp,Max temp,1931,JAN,5.8,
Max temp,Max temp,1931,FEB,6.3,
Max temp,Max temp,1931,MAR,7.7,
Max temp,Max temp,1931,APR,10.9,
Max temp,Max temp,1931,MAY,15.1,
Max temp,Max temp,1931,JUN,18.1,
Max temp,Max temp,1931,JUL,18.9,
Max temp,Max temp,1931,AUG,18.0,
Max temp,Max temp,1931,SEP,15.2,
Max temp,Max temp,1931,OCT,12.9,
Max temp,Max temp,1931,NOV,10.2,
Max temp,Max temp,1931,DEC,7.6,
Max temp,Max temp,1931,WIN,6.23,
Max temp,Max temp,1931,SPR,1.24,
Max temp,Max temp,1931,SUM,8.32,
Max temp,Max temp,1931,AUT,2.79,
Max temp,Max temp,1931,ANN,2.26,
Max temp,Max temp,1932,JAN,8.7,
Max temp,Max temp,1932,FEB,5.9,
Max temp,Max temp,1932,MAR,8.4,
Max temp,Max temp,1932,APR,10.2,
Max temp,Max temp,1932,MAY,13.6,
Max temp,Max temp,1932,JUN,18.5,
Max temp,Max temp,1932,JUL,19.7,
Max temp,Max temp,1932,AUG,21.4,
Max temp,Max temp,1932,SEP,17.0,
Max temp,Max temp,1932,OCT,12.1,
Max temp,Max temp,1932,NOV,9.0,
Max temp,Max temp,1932,DEC,7.7,
Max temp,Max temp,1932,WIN,7.42,
Max temp,Max temp,1932,SPR,0.74,
Max temp,Max temp,1932,SUM,9.88,
Max temp,Max temp,1932,AUT,2.70,
Max temp,Max temp,1932,ANN,2.71,
Max temp,Max temp,1933,JAN,4.9,
Max temp,Max temp,1933,FEB,6.9,
Max temp,Max temp,1933,MAR,11.6,
Max temp,Max temp,1933,APR,13.1,
Max temp,Max temp,1933,MAY,16.0,
Max temp,Max temp,1933,JUN,20.2,
Max temp,Max temp,1933,JUL,22.4,
Max temp,Max temp,1933,AUG,22.7,
Max temp,Max temp,1933,SEP,19.6,
Max temp,Max temp,1933,OCT,13.4,
Max temp,Max temp,1933,NOV,8.1,
Max temp,Max temp,1933,DEC,3.7,
Max temp,Max temp,1933,WIN,6.50,
Max temp,Max temp,1933,SPR,3.56,
Max temp,Max temp,1933,SUM,1.77,
Max temp,Max temp,1933,AUT,3.71,
Max temp,Max temp,1933,ANN,3.59,
Max temp,Max temp,1934,JAN,7.1,
Max temp,Max temp,1934,FEB,7.2,
Max temp,Max temp,1934,MAR,8.4,
Max temp,Max temp,1934,APR,11.5,
Max temp,Max temp,1934,MAY,15.9,
Max temp,Max temp,1934,JUN,19.6,
Max temp,Max temp,1934,JUL,23.3,
Max temp,Max temp,1934,AUG,19.8,
Max temp,Max temp,1934,SEP,19.0,
Max temp,Max temp,1934,OCT,13.5,
Max temp,Max temp,1934,NOV,8.5,
Max temp,Max temp,1934,DEC,9.7,
Max temp,Max temp,1934,WIN,5.93,
Max temp,Max temp,1934,SPR,1.97,
Max temp,Max temp,1934,SUM,0.90,
Max temp,Max temp,1934,AUT,3.67,
Max temp,Max temp,1934,ANN,3.67,
Max temp,Max temp,1935,JAN,6.6,
Max temp,Max temp,1935,FEB,8.3,
Max temp,Max temp,1935,MAR,9.8,
Max temp,Max temp,1935,APR,11.5,
Max temp,Max temp,1935,MAY,14.4,
Max temp,Max temp,1935,JUN,19.0,
Max temp,Max temp,1935,JUL,22.2,
Max temp,Max temp,1935,AUG,21.9,
Max temp,Max temp,1935,SEP,17.4,
Max temp,Max temp,1935,OCT,12.9,
Max temp,Max temp,1935,NOV,9.4,
Max temp,Max temp,1935,DEC,5.2,
Max temp,Max temp,1935,WIN,8.20,
Max temp,Max temp,1935,SPR,1.94,
Max temp,Max temp,1935,SUM,1.07,
Max temp,Max temp,1935,AUT,3.22,
Max temp,Max temp,1935,ANN,3.25,
Max temp,Max temp,1936,JAN,6.1,
Max temp,Max temp,1936,FEB,5.2,
Max temp,Max temp,1936,MAR,9.7,
Max temp,Max temp,1936,APR,10.0,
Max temp,Max temp,1936,MAY,15.6,
Max temp,Max temp,1936,JUN,18.8,
Max temp,Max temp,1936,JUL,18.7,
Max temp,Max temp,1936,AUG,20.5,
Max temp,Max temp,1936,SEP,17.8,
Max temp,Max temp,1936,OCT,13.0,
Max temp,Max temp,1936,NOV,8.5,
Max temp,Max temp,1936,DEC,7.9,
Max temp,Max temp,1936,WIN,5.49,
Max temp,Max temp,1936,SPR,1.80,
Max temp,Max temp,1936,SUM,9.32,
Max temp,Max temp,1936,AUT,3.11,
Max temp,Max temp,1936,ANN,2.67,
Max temp,Max temp,1937,JAN,7.5,
Max temp,Max temp,1937,FEB,7.9,
Max temp,Max temp,1937,MAR,6.5,
Max temp,Max temp,1937,APR,12.1,
Max temp,Max temp,1937,MAY,16.1,
Max temp,Max temp,1937,JUN,18.4,
Max temp,Max temp,1937,JUL,19.8,
Max temp,Max temp,1937,AUG,21.5,
Max temp,Max temp,1937,SEP,17.6,
Max temp,Max temp,1937,OCT,13.8,
Max temp,Max temp,1937,NOV,8.3,
Max temp,Max temp,1937,DEC,5.2,
Max temp,Max temp,1937,WIN,7.74,
Max temp,Max temp,1937,SPR,1.56,
Max temp,Max temp,1937,SUM,9.92,
Max temp,Max temp,1937,AUT,3.22,
Max temp,Max temp,1937,ANN,2.91,
Max temp,Max temp,1938,JAN,8.1,
Max temp,Max temp,1938,FEB,7.4,
Max temp,Max temp,1938,MAR,13.3,
Max temp,Max temp,1938,APR,12.1,
Max temp,Max temp,1938,MAY,14.7,
Max temp,Max temp,1938,JUN,18.6,
Max temp,Max temp,1938,JUL,19.0,
Max temp,Max temp,1938,AUG,20.0,
Max temp,Max temp,1938,SEP,17.6,
Max temp,Max temp,1938,OCT,13.6,
Max temp,Max temp,1938,NOV,11.7,
Max temp,Max temp,1938,DEC,6.4,
Max temp,Max temp,1938,WIN,6.87,
Max temp,Max temp,1938,SPR,3.41,
Max temp,Max temp,1938,SUM,9.22,
Max temp,Max temp,1938,AUT,4.29,
Max temp,Max temp,1938,ANN,3.58,
Max temp,Max temp,1939,JAN,6.4,
Max temp,Max temp,1939,FEB,8.3,
Max temp,Max temp,1939,MAR,8.7,
Max temp,Max temp,1939,APR,12.6,
Max temp,Max temp,1939,MAY,15.6,
Max temp,Max temp,1939,JUN,18.7,
Max temp,Max temp,1939,JUL,19.0,
Max temp,Max temp,1939,AUG,20.5,
Max temp,Max temp,1939,SEP,18.0,
Max temp,Max temp,1939,OCT,11.7,
Max temp,Max temp,1939,NOV,11.0,
Max temp,Max temp,1939,DEC,5.4,
Max temp,Max temp,1939,WIN,7.01,
Max temp,Max temp,1939,SPR,2.29,
Max temp,Max temp,1939,SUM,9.43,
Max temp,Max temp,1939,AUT,3.56,
Max temp,Max temp,1939,ANN,3.02,
Max temp,Max temp,1940,JAN,1.8,
Max temp,Max temp,1940,FEB,4.6,
Max temp,Max temp,1940,MAR,9.5,
Max temp,Max temp,1940,APR,12.2,
Max temp,Max temp,1940,MAY,17.4,
Max temp,Max temp,1940,JUN,21.8,
Max temp,Max temp,1940,JUL,19.2,
Max temp,Max temp,1940,AUG,20.1,
Max temp,Max temp,1940,SEP,17.5,
Max temp,Max temp,1940,OCT,12.9,
Max temp,Max temp,1940,NOV,9.6,
Max temp,Max temp,1940,DEC,6.3,
Max temp,Max temp,1940,WIN,3.94,
Max temp,Max temp,1940,SPR,3.06,
Max temp,Max temp,1940,SUM,0.37,
